Table 1
CODE	OID	AID	OAID	FM	TO	FORM	PRIM	DATE	DATE	TITLE	DESC	IMPRINT	CAT 0	CAT 1	CAT 2	AV	NOTE	SOURCE	SURL	END												
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
PUR;;;OID=;;;AID=;;;OAID=;;;FM=;;;TO=;;;FORM=;;;PRIM=;;;DATE=;;;DATE=;;;TITLE=;;;DESC=;;;IMPRINT=;;;CAT 0=;;;CAT 1=;;;CAT 2=;;;AV=;;;NOTE=;;;SOURCE=;;;SURL=;;;END###																																
