E 1—320 / Events.
ID	NO	TYPE	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	ALLY	ALLY	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	PRESS	CF	VIA	NOTE	
E 202	202		Hos 4	18 June 1754		June Battle / Battle of Labouring Creek	One Sp infantry or cavalry campaign against Settlement	Labouring Creek	[possibly] José Vásquez de Prego [Pres Guat]					evac on 18 Jun 54 to 9 Jan 55 / evac c 9 Jan 55 to 12 Apr 55	number of vessels taken	carried off Prov		"Boston Evening-Post 998 p2
Boston Post-Boy 1024 p2
Boston Evening-Post 1002 p4
Boston Evening-Post 1004 p4
Boston Post-Boy 1028 p2
London Evening Post 4234 p1
London Evening Post 4248 p4
Boston Gazette 111 p1
Boston Evening-Post 1022 p4"	"CO 137/60
SPF Spain 148—9
CO 137 (?)—1755 Jamaica An Account of Expenses"	Burdon I p80—4	"William Pitt, Black River, Mosquito Shore, to Gov Knowles. ... Numbers of the Enemies Vessells have been Cruising about the Bay and have taken a number of Vessels, they have cut a path from Poten and march'd a number of men from Thence to the Houses of some of the Settlers in the Bay, where it was thought impossible they ever could come, upon which the Bay Men assembled, engaged them and killed some, but being overpower'd by Number was Obliged to retreat in Order to assamble a greater number, which when they had done they march'd again to attack them but the Spaniards had quitted the place, they are all safe arrived here to about the number of 500 Whites and Slaves ... /Burdon 1 p80 /CO 137/60 [1 Aug 1754]

1754, September 5th. Petition of Mosquito Shore Settlers to Gov Knowles. Mentions the descent on the Belize River as far as Labouring Creek by a force 1500 strong from Peten. /Burdon 1 p80 /CO 137/60

J£ 470.13.5 = £336.3.10 spent by Gov of Jam Chas. Knowles in reinstating Baymen in Hon in 1755 /via Burdon 1 p82 /CO 137 (?)"	
E 203	203		Hos 4	8 September 1754		Joint September Assault	One Sp naval campaign against Settlement	Old	"Don Melchor de Navarrete of Yuc, Joseph de Palma de Mar of Guat, Juan de las Llanas of Havannah c 18 Craft"				"93 Baymen, 23 Neg captured"		"1 Frig, 9 craft taken"	huts or works and Log burnt			xxx			
E 204	204	Irr	Hos 4	1 February 1755		Sp Concession													xxx			
E 205	205	O		14 May 1755	14 May 1755	Dedicated defence force in Hon	"Baymen ask Gov Knowles of Jam for a detachment of 40 soldiers for their protection, to be paid for by sale of logwood at Jam at Baymen’s risk, after which Gov Knowles, on Council of Jam authorisation, orders detachment of 20 soldiers to Hon"	"Old or St. George’s, Spanish Town"	"27 Baymen inc William Canoon, George Hewin, Charles Jeffreys, John Johnes"	Gov Knowles / Lieut. Lawrie / Lieut. Hodgson / Capt. Lowes									"CO 137/60 [13 Apr, 14 May 1755]"	Burdon 1 p81	"Orders from Capt. Hodgson, Black River, to Lieut. Lawrie. Sir, You will repair forthwith on board the Snow, Commanded by Captain Lowes, bound for the River Belese, in the Bay of Honduras, with the Detachment from my Company under your Command, which, disembarking upon your Arrival, you will post wherever the Chief of their People there shall think best for Their Security. And as is it thought proper, that the Soldiers should go apparel'd like Baymen in Frocks and Trowsers in order to give as little Umbrage as possible to the Spaniards, ... You will, of course, enforce every Regulation made, or to be made, among the Inhabitants of the Bay, that is conducive to the Unanimity, Commerce and Benefit of the whole /Burdon 1 p82 /CO 137/60 [14 May 1755]"	
E 206	206	Irr ?	Hos 4	24 May 1756		Gov. Knowles Demolishes Bay Fort	Gov Knowles of Jamaica demolishes forts per Treaty	Old							min 2 vessels taken min	"fort demolished, 18 cannon sunk [Knowles ordered?]"		"New-York Mercury 206 p2
New-York Mercury 224 p3"				
E 207	207	O		1 January 1757	31 December 1757	Merchant houses in Hon	"First record of ownership of 12 Merchant Vessels by Shoremen, and so probably by Baymen"	Mosquito Shore		Robert Hodgson									CO 123/1	Burdon I p85		
E 208	208		Hos 4	1 July 1757		Siege of New R	"Sp surprise one craft of Capt. French [of NY?], after having blockaded New R and imprisoned several Baymen "	New	numb Sp Craft	Capt. French			sev Baymen in New imprisoned		min 1 craft forced to unload half cargo to escape			Boston Evening-Post 1145 p4				
E 209	209		Hos 4	1 September 1757		September Destruction	On Sp military campaign against Settlement						carried off about 60 Neg and some whites		destroyed everything they came across [so flats too?]	"destroyed the wood, houses and everything they came across"		London Chronicle 145 p6				
E 210	210		Hos 4	10 November 1758			Yucatan [and Port Mahoo] patrol Settlement [enforce evacuation?]		30 PA at Bacalar fm Campeachy Port Maho					evac c 10 Nov 58 to < 20 Jul 1759				"Boston Evening-Post 1221 p2
Boston Evening-Post 1233 p1
Boston Evening-Post 1241 p2"				
E 211	211		Hos 4	1 September 1759		Barbarities at Carpenter’s	One Sp campaign against Settlement	Carpenter’s R					carried away many settlers ?					"London Chronicle 450 p8
Boston Evening-Post 1276 p3"				
E 212	212		Hos 4	21 October 1759		Capt. Owens’s Feat	On Sp campaign against Settlement		near 200 men	Capt. Owens w 50 Britons			"31 Brit subjects, 30 Neg imprisoned / later lib by Owens"		3 loaded flats seized / later liberated by Owens			Boston Evening-Post 1276 p3				
E 213	213		Hos 4	26 December 1759		Christmas Assault	One Yucatan naval campaign against Settlement	Haulover	4 Capt. sent by Gov. of Merida w great numb PA w over 150 men	few Baymen left behind						"pillage, plunder, destroy houses of few settlers left [on Old R]"			xxx			
E 214	214	Dup ?	Hos 4	1 January 1760		Capt. Coppinger’s Intel	One Sp campaign against Settlement	xxx					a number of white and Neg imprisoned	evac bw May–Nov 60 to Apr 63	sev loaded flats taken			New-York Mercury 394 p3	"MEXICO,3099 -- a 5 dic 1760, a 17 jun, 25 jun 1761, a 29 dic 1763"	"Calderon 193 no 1, 4
Calderon 200 no 29"	"FERNANDEZ DE HEREDIA, GOBERNADOR DE YUCATAN, A ARRIAGA, EN MERIDA A 5-12-760. ""...pongo en noticia de V. S., como hoy día de la fecha regresó dió fondo en este real con las piraguas del Rey, el Capitán Nicolás Perera sin traer cosa alguna, ni guardar los bastimentos que se le mandaban [en carta de José de Araoz, Comandante de Bacalar, a Heredia, en Bacalar a 10 abril 1760], diciendo se vuelve, porque ya Balis y Baraderos están despoblados..."" /via Calderon 193 no 1 /MEXICO,3099--a 5 dic 1760

[C]arta de José Rosado, Comandante de Bacalar a [José] Crespo, en Bacalar 17-6-761. ... ""Con el motivo de haber mandado el señor Mariscal de Campo D. Alonso Fernández de Heredia, siendo Gobernador y Capitán General, que José del Pino saliese a reconocer los ríos de Balis y Nuebo, y notase las embarcaciones enemigas que hubiese en dichos ríos, ha vuelto y declara no haber embarcación ninguna ni en dichos parajes ni en el mar. ..."" /via Calderon 193 no 4 /MEXICO,3099 -- a 17 jun, 25 jun 1761

REMIREZ DE ESTENOZ A JOSE MAUD, EN MERIDA A 29-12-763. ... habiendo tomado posesión [del gobierno de Yucatan] el 24 del mismo [diciembre 1763], acabé de instruirme en la llegada de V. M. en el mes de Abril de este año al río de Valis con 5 embarcaciones, y que inmediatamente se extendió la gente hasta el río Hondo, ..."" /via Calderon 200 no 29 /MEXICO,3099 -- a 29 dic 1763"	
E 215	215		Hos 4	6 April 1761	30 June 1761	Flota Sails for Bay	xxx	Cadiz	"8 Ships 2 Frigates 8 Chebecs = 4,000 men"										"MEXICO,3099 -- a 17 jun, 25 jun 1761"	Calderon 193 no 4	"[C]arta de José Rosado, Comandante de Bacalar a [José] Crespo, en Bacalar 17-6-761. ... ""Con el motivo de haber mandado el señor Mariscal de Campo D. Alonso Fernández de Heredia, siendo Gobernador y Capitán General, que José del Pino saliese a reconocer los ríos de Balis y Nuebo, y notase las embarcaciones enemigas que hubiese en dichos ríos, ha vuelto y declara no haber embarcación ninguna ni en dichos parajes ni en el mar. ..."" /via Calderon 193 no 4 /MEXICO,3099 -- a 17 jun, 25 jun 1761"	
E 216	216	O		10 February 1763	10 February 1763	Treaty of Paris														Burdon 1 p87		
E 217	217		Crs 5	23 December 1763			"Sp restrict logging in northern rivers, after which Adm. Burnaby restores Baymen"	"New, Hondo"	Gov of Yuc Ramirez de Estenoz / Pres of Council of Indies xxx Arriaga	Adm. William Burnaby / Joseph Maud / Lt. Robert Hodgson / Gov of Jam William Henry Lyttelton / King				evac Hondo on 4 Feb 64 / evac all except Old on 13 Feb 64 / restored 5 Mar 65				"Boston Evening-Post 1498 p2
Boston News-Letter 3146 p2
London Chronicle 1170 p6
New-York Mercury 669 p2
New-York Mercury 673 p2
Boston Evening-Post 1545 p2
Boston Gazette 530 Supplement p1
Boston Evening-Post 1553 p2
New-York Mercury 715 p2"	"CO 137/61
SPF Spain 167
Hon Alm [1828—1764 Memorial of Baymen in Council]
Adm 1/238
SPF Spain 177 [15 May 1766, Petition of Honduras Settlers to George III]
MEXICO,3099 -- a 29 dic 1763, a 12 mar 1764"	"Burdon I p88–95, 111
Calderon 199 no 28, 200 no 29"	"REMIREZ DE ESTENOZ A ARRIAGA, EN MERIDA A 12-3-764. ... ""les concedí competente término para que sacasen todos sus efectos, que aunque le querían entretener largo tiempo, se logró sin estrépito, y con la mayor urbanidad el que el día 28-2-764, evacuasen enteramente dicho río Hondo, retirándose al de Walix..."" /via Calderon 199 no 28 /MEXICO,3099

REMIREZ DE ESTENOZ A JOSE MAUD, EN MERIDA A 29-12-763. ... ""aunque escribió V. M. a mis antecesores, diciendo venía para el corte de palo en virtud de los Tratados de Paz [firmado en París el día 10-2-763], no se presentó la Real Cédula que mi Soberano expidió a este fin, ni la licencia de el Rey de Inglaterra para el expresado efecto. Enterado de esto, obligan a la representación que tengo por el Rey mi Señor, el la Real Confianza del mando General de esta provincia, y de dar entero cumplimiento al referido artículo 17 del Tratado Definitivo de Paz, como llevo expresado, que destaque al Comandante del Fuerte de Bacalar Don José Rosado con ésta, requiriendo a V. M. para que hecho cargo de la falta de instrumentos para dicha introducción, y de haberse extendido cogiendo frutos como en país propio, sin esperar a señalamiento de límites, con las solemnidades correspondientes que afianzaran su establecimiento, se sirva dar con la mayor prontitud las órdenes correspondientes, para que todos los de su comitiva que se hallaren en Río Hondo, se retiren al de Valis, y esperar se me presenten cn la referida R. C. que el Rey mi Amo despachó a este fin, y con órdenes del Rey de Inglaterra para este efecto, ...” /via Calderon 200 no 29 /MEXICO,3099 -- a 29 dic 1763"	
E 218	218		Crs 1	1 January 1765	30 January 1765		"Dutch loggers of three sloops fm Curaçao commit “insolences,” thereafter seized by Yucatan"	xxx										London Chronicle 1301 p8				
E 227	227	Irr ?	Crs 2	1 January 1765	30 May 1766		Spanish station boats at Hondo to help or seduce slaves to amnesty	Hondo											"SPF Spain 180 [22 Jul, 11, 25 Aug 1768]
SPF Spain 181 [20 Mar 1769]
SPF Spain 183 [10 Feb 1770]
MEXICO,3018 -- a 15 mayo, 17 oct 1766
MEXICO,3099 -- a 15 mayo 1766, a 19 feb 1768, a 7 ago, 26 oct 1771
Ann Reg [1765]
ADM 1/238 [20 Nov 1767, 20 Jun, 8 Jul 1771]
ADM 1/239 [9 Oct 1773]
CO 123/13 [c Nov or Dec 1790, Hunter to Gov of Yuc]
MMA 1 [5 Jun 1794]"	"Burdon I p115—6
Calderon 212 no 53, 216 no 67"	"Lower Start assumed as first dry season after Upper End of Cook’s Revolt

1765, Extract from Annual Register. ... numbers of the Baymen's slaves desert daily to the Spaniards; whereas, all the wood in the old tracts, within reach of the floods being cut down, their labour is wanted more than ever to bring it [wood] to these tracts from whence, on the rising of the rivers /via Burdon 1 p109 /Ann Reg

Petition of Honduras Settler to George III. ... The Claim of Joseph Maud and Company. ... Two negro slaves named Dick and Granby run away from our logwood works at the Rio Hondo to the Spaniards at Bacalar, and there seen secreted by them.--£100. /via Burdon 1 p111 /SPF Spain 177 [15 May 1766]

CRISTOBAL DE ZAYAS, GOBERNADOR DE YUCATAN, A ARRIAGÁ, EN MERIDA, A 15-5-766. ""...En estos días han venido fugitivos de Río Hondo algunos ingleses por el mal trato que les dan los rancheros de los cortes de palo en que se dedican. Con esto se toma la providencia con arreglo a las reales órdenes de dirigirlos en los barcos que suelen navegar de esta provincia a la Habana, para que aquel governador lo remita a donde es costumbre..."" /via Calderon 212 no 53 /MEXICO,3018 -- a 15 mayo 1766

MINUTA DE LA REAL ORDEN DE ARRIAGA A ZAYAS, EN MADRID A 19-2-768. ""Hice presente al Rey la carta de V. S. de 24-9-767 en que participa, que abusando los ingleses establecidos en Walix del preliminar 17 del último Tratado de Paz, e interpretándole a su modo, han procurado aproximarse al Presidio de Bacalar con pretexto de reclamar esclavos fugitivos, insultando a los vigías que impiden el comercio ilícito, y últimamente solicitando establecer sus cortes de palo en la Bahía del Espíritu Santo, por haber apurado el de Walix, lo que trae los inconvenientes que V. S. indica..."" /via Calderon 212 no 55 /MEXICO,3099 -- a 19 feb 1768

ANTONIO OLIVER A JUAN BOTHAM, EN MERIDA A 7-8-771. ""Tengo respondido a V. S. muy difusamente sobre los dos punto a que se reduce la carte de V. S de 9-7-771, porque son los mismos de que trataba la de 21-5-771. El Rey no puede negar la hospitalidad y protección del extranjero de cualquiera condición, ... La libertad en que los negros fugitivos quedan cuando vienen, no deja arbitrio de que indemnizar al dueño, que tenía la propiedad de su dominio, pues nadie le adquiere sobre su persona para responder de aquel daño con el interés que se figura, de compra que no existe. ... Si con la facilidad que los indios vasallos del Rey mi Amo se han pasado al Walis se huyeren y regresaren los negros reclamados, lo miraré con la indiferencia que merece su inconstancia, y el ningún interés que de su permanencia resulta a esta provincia, y prometo a V. S., como Oficial de honor, que siempre que alguno se pasare con justificación, de que ha sido inducido por vasallo del Rey, daré un notorio y ejemplar castigo al inductor, y restituiré al esclavo seducido, con la protesta de que la inmunidad del terreno le preserve de la pena merecida. /via Calderon 216 no 67 /MEXICO,3099 -- a 7 ago 1771

1785, November 26th. Rober White to Lord Carmathen, Sec. of State. Intelligence from the Bay. ... A settlement of Spaniards has been formed up the Belize River on the North Bank not far from the [1783] Boundary. Negroes are still decoyed by the Spaniards.  /via Burdon 1 p151 /CO 123/3

[Interim Superintendent Col Peter] Hunter [complained to Gov of Yuc] against the conduct of the Spaniards in fomenting slave-revolts in the British [Hon] areas, and in enticing away the slaves of British Settlers under a pretence of granting them freedom ... [eg] of the conduct of a certain Peter Gonzales, who had come into the Settlement as interpreter of the Spanish Commissary [per 1786 Convention of London]. States that this man had attempted to corrupt several negro slaves with money and to induce them to set fire to the houses and betray the settlement ... /via Burdon 1 p190 /CO 123/13

Letter of April 26th, 1792, Magistrates to Col Hunter, complaining that 30 slaves had fled to the Spaniards since Christmas. /via Burdon 1 p199 /xxx

1794, June 5th. Magistrates' Meeting. Letters written to Capt Gen of Yuc and Commandant of Bacalar demanding restitution for five slaves who had deserted from the Rio Honda and had been conveyed from the English limits to the Castle at Bacalar by a Spanish Corporal. /via Burdon 1 p210 /MMA 1"	
E 219	219	O		9 April 1765	9 April 1765	Burnaby’s Code	Mr. J. Maud and Adm. Burnaby codify Settlement’s common law	St. George’s		Joseph Maud / Adm. William Burnaby								Boston News-Letter 3535 Supplement p1	Laws 1765—1810	Burdon I p100	Signatures inc women and [likely] unpropertied men	
E 220	220		Fin 1	22 June 1765			Exhaustion of logwood leads to crisis	xxx						sev settlers returning w slaves to Mos / to Pensacola			Log so scarce that vessels lie frequently 9 or 10 months for loading	"London Chronicle 1374 p8
Gazetteer and New Daily Advertiser 11427 p2
Boston Post-Boy 458 p3
Gazetteer and New Daily Advertiser 11 728 p2"			"“Letters from the bay of Honduras dated the latter end of June [1765], are full of complaints of the little advantage now to be made in the cutting of logwood, which is so scarce that vessels lie frequently 9 or 10 months for their loading, till their bottoms are eaten out with worms. This scarcity is owing to all the logwood which lay any way contiguous to the river being cut down and brought away since we got possession of it. So that nothing is left in the old tracks, but what lies so far back from the rivers, as makes it almost impracticable, or at least too tedious and expensive to carry it upon negroes to the water side.” /LC 1374"	
E 221	221		Fin 1	22 June 1765			Great or strong “Freshes” preclude logging	xxx									Freshes have been so great / Hondo runs c 5 knots p hr / no business done 25 Oct to 29 Nov 65 / expect little Wood Dec 65 to Jan 66	"London Chronicle 1374 p8
New-York Gazette 351 p3"				
