Series E 0—548 / Events.
ID	NO	LOSSY	ASSAULT	PART OF	LOWER START	UPPER END	SUMMARY	DESCRIPTION	NEAR	SP	NON—SP	NON—SP	PRESS	CF	VIA	NOTE	LIVES	HELD	MOVED	CRAFT	PROPERTY	OTHER	
		0	0		1 Feb 1823	1 Feb 1823	Plan of Casa Mata	Antonio López de Santa Anna and Guadalupe Victoria call for removal of Emperor Agustín de Iturbide and formation of a Republic	Veracruz [Mex]	"Antonio López de Santa Anna, Guadalupe Victoria"													
		0	0		19 Mar 1823	19 Mar 1823	Emperor of Mexico abdictees	Emperor of Mexico Agustín de Iturbide abdicates	Mexico	Agustín de Iturbide													
E 518	518	0	0		29 May 1823	22 Dec 1823	1st Rep of Yuc	"Yuc declares independence fm Mexico, forms 1st Rep of Yuc, and shortly thereafter joins Mexican Republic as a state"	Merida														
		0	0		1 Jul 1823	1 Jul 1823	Rep of CA est	"Federal Republic of CA, or United Provinces of Central America, declare independence fm Mexico"	Guatemala						Bethell v 3 477								
		0	0		14 Sep 1823	24 Sep 1823	Ariza y Torres mutiny	"Capt Rafael Ariza y Torres leads mutiny of Rep of CA Army, possibly marking first state of civil unrest in Rep of CA and successor states"	Guatemala	Capt Rafael Ariza y Torres					Bethell v 3 481	See AFEHC Link: https://www.afehc-historia-centroamericana.org/index_action_fi_aff_id_1387.html							
		0	0		2 Dec 1823	2 Dec 1823	Monroe Doctrine		Washington														
E 		0	0		1 Apr 1824	4 Apr 1824	Mos King Coronation	"Coronation of successor of late King of Mos Nation held in Belize T, possibly first held here"	Belize T					R 4C [3 Apr 1824]	Burdon 2 280								
E 		0	0		14 Apr 1824	14 Apr 1824	Rep of CA abolishes slavery		Guatemala					xxx									
E 		0	0		9 Jun 1824	9 Jun 1824	Baptist missionary arrives	"Rev John Fleming, Baptist Missionary, allowed entry into Belize, possibly marking first non-Anglican mission"	Belize T		"Rev John Fleming, R. W. Horton"			R 3 [9 Jun 1823]	Burdon 2 281								
E 		0	0		1 Oct 1824	30 Dec 1824	Spanish arrivals	Sp refugees from civil unrest or revolution in Sp Honduras	Belize T				"Jamaica Journal II 32 p4 = 10 Nov 1824
Jamaica Journal II 37 p25 = 25 Dec 1824"			"Extract of a letter, dated Belize, Honduras, Oct. 22, 1824. ""We have little or no news here. There was a report lately, that much confusion prevailed in the Countries adjacent to us. It was said Comagua had declared itself independent of Guatamila, and was endeavouring to establish some form of Government, and had sent to Truxillo and Omoa to join them and hoist their standard, otherwise they would attack them: ... There is little or no safety in travelling [in United Provinces of the centre of America], and the Spanish Traders are not much inclined to run risks, to transport goods through their unsettled countrymen."" /JJ II 32

Extract of a letter from Honduras, dated Dec. 11 [1824]:—""I have to communicate to you the unpleasant news of Truxillo being in possession of the Charibs and black French negroes: They have driven all the European Spaniards away, and we have small open crafts arriving daily with them. A very rich Spaniards, Santiago Gottee, was obliged to pay 10,000 dollars, and made his escape to this place. The Priest, Commandant, and Magistrates of Truxillo are now in Belize, with many European Spaniards; they still come in smll open crafts.—The Renegade sailed a few days since for Truxillo, and is not yet returned.—We rust that the British will never allow such people to keep possession of the town of Omoa and Truxillo; if they do, Belize is damned."" /JJ II 37

See, possibly Grenada Free Press II 113 p8 = 29 May 1828 re Sp arrivals fm slave insurrection in Omoa Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANACN&docref=image/v2%3A145FA089AAAC15D4%40EANACN-14E12C63793BD718%402388864-14DEE2CFA98E88D8%407-14DEE2CFA98E88D8%40

See Hon 10 Dec 1824 letter in Connecticut Mirror XVI 33 p2 = 31 Jan 1825 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A10EF5D4BF6BCFC38%40EANX-10F867BE19FA11F8%402387658-10F867BE7447F8E0%401-10F867BFD0401478%40Balize%252C%2BHonduras%252C%2BDec.%2B10%252C%2B1824

KINGSTON, FEB. 12 [1825]. The following information has been received by the Helicon brig, 10, fm Hon:—""The Sp, who lately escaped fm Truxillo, it would appear, were disaffected towards the present state of things, and, with a Priest at their head, had long been intriguing with the Havana, for the purpose of again hoisting the Sp flag. In short, the repeated attempts of this nature, throughout Guatemala, have induced that Goverment to expel all the European Sp."" /Charleston Courier [SC] [sn] p2 = 11 Mar 1825"							
E 		0	0		24 Nov 1824	24 Nov 1824	Sup authority defined	"Home Gov more clearly define Superintendency, possibly marking first such move since office's creation"	Belize T					R 3 [29 Nov 1824]	Burdon 2 283	"See, eg 3 Apr 1822 Col Arthur to Mjr Gen Pye. It is HM Pleasure until a more comprehensive arrangement is made that His Sup shall endeavour to administer the Gov of the Settlement as far as circumstances will admit, with a referece to the ancient customs and usages comprized in the Regulations introduced by Sir Wm. Burnaby in the year 1765; ... The great delicacy with which the British Gov has acted towards the Court of Madrid has retarded the introduction of a more regular form of Gov and the unavoidable difficulties which naturally result from the present anomalous system must be considred to have been endured, rather than excite any misunderstanding with Spain. This has, however, given rise to the most erroneous and dangerous impression (which is ever resorted to for time serving purposes) that the Authority of the Crown over the Settlement is of a very doubtful Character; and, consequently, the Right of interfering with the Settlers has been frequently called in question, and to this impression the greatest inconveniences may be readily traced. It would certainly be highly desirable that the duties and office of the Sup should be more distinctly defined and understood, but under present circumstances the system which HM Gov has approved and directed is that all measures, whether of a legislative or Judicial Nature, endangerine the security or tranquility of the Settlement, or interfering with the Rights of the Crown shall be stayed, and a Special Reprt made for instructions thereon to HM Sec of State. ... /v Burdon 2 256 /R 2"							
E 		0	0		1 Nov 1825		Road out of Belize	"Road fm Belize T to Pine Ridge built, possibly being first road built outside Belize T, or first highway"	Belize T					MM F [1 Dec 1825]	Burdon 2 288	1 Dec 1825 Mag Mtg. Order drawn in payment for people working on road towards Pine Ridge /v Burdon 2 288 /MM F							
E 		0	0		5 Dec 1825	5 Dec 1825	US—CA Treaty		Washington														
E 519	519	0	0		6 Dec 1825	1 Apr 1826	Magistrates introduce printing	Magistrates resolve to purchase printing press	Old					MM F [6 Dec 1825]	"Burdon 3 p288
Cave 1976 xxx"	Hon Alm 1826 published ≤ 1 Apr 1826 /v Burdon 2 290 /R 4D [1 Apr 1826]							
E 		0	0		22 Jun 1826	15 Jul 1826	Congress of Panama		Panama														
E 520	520	0	0		1 Jul 1826	1 Jul 1826	Honduras Gazette est	James Cruickshank prints and publishes first issue of weekly Honduras Gazette and Commercial Advertiser	Old		James Cruickshank			Honduras Gazette and Commercial Advertiser I 1 p1	Cave 27	"Contents likely, at least to some extent, editorialised by Mags or civil authority, the press being a Public establishment, until Pub Mtg privatised the press on 5 Mar 1827 /v Cave 27 /xxx / Inc Gazette notices

HGCA I 1 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=WHNPLAN2&t=pubname%3A144DE1E40A96BF2D%21Honduras%2BGazette%2Band%2BCommercial%2BAdvertiser/year%3A1826%211826/mody%3A0701%21July%2B01&docref=image/v2%3A144DE1E40A96BF2D%40WHNPLAN2-144E3DC03306ED60%402388174-144E31B2D0FC28E8%400#copy"							
E 		0	0		26 Dec 1826	26 Dec 1826	Anglo-Mexican Treaty	"Reaffirms Convention of London of 1786, with qualifications"	London	Sebastián Camacho	"William Huskisson, James J. Morrier"				Burdon 3 292								
E 521	521	0	0		3 Feb 1827	3 Feb 1827	Hyde Memorial	"George Hyde, a free person of colour, petitions King for parity of rights and privileges with white Baymen"	Old		George Hyde			"CO 123/38 [Hyde to Bathurst 3 Feb 1827 / Hyde to Horton ? Jun, 11 Jun 1827]"	Bolland 75 187	"Hyde emphasised that he was free-born, was brought up and educated in England, and had become a successful merchant, but ""that though his exertions might acquire him wealth, he must still remain in a condition of comparative degradation, on the sole ground of his Mother being a woman of colour, he is excluded from sitting as a Juror, serving as a Magistrate, from holding a Commission in the Militia, or from filling any Public Office of Trust, or Honor."" He therefore enquired ""by what power, or authority he and his other freeborn brethren of the mix'd race were deprived of any portion of the rights, and privileges, enjoyed by other of HM Subjects."" /v Bollad 75 187 /CO 123/38"							
E 522	522	0	0		12 Jun 1827	12 Jun 1827	Lushington Speech	"Stephen Lushington lays before Eng Parliament Memorials from West Indies regarding rights and privileges of free people of colour, inc Hyde Memorial"	London					CO 123/38 [Lushington to ? 28 Oct 1827]	Bolland 75 187								
E 		0	0		1 Jan 1828	2 Jan 1828		"British Consul to Guatemala, O’Reilly, is assassinated by Consular staff"	Guatemala				Grenada Free Press II 116 p4 = 31 May 1828			See Charles Herring account in Newburyport Herald [Mass.] [sn] p2 = 22 Apr 1828 Link: https://infoweb-newsbank-com.ezp-prod1.hul.harvard.edu/apps/readex/doc?p=EANX&docref=image/v2%3A105F9E7C765DFFD0%40EANX-13497135C100F540%402388835-134936B0985CB990%401-137EA8C9B8171A1D%40British%2BConsul%2BMurderer							
E 523	523	0	0		1 Jul 1828	12 Jul 1828	Public Meeting responds to Lushington Speech	"Public Meeting, on Superintendent’s laying before the Lushington Speech, grant right to petition for rights and privileges to free people of colour"	Old					"CO 123/39 [Codd to Hay 12 Jul 1828]
MM G [3 Mar, 30 Jun, 3 Nov 1828]
R 5B [31 Mar 1828]
R 6A [12 Jul 1828]"	"Bolland 75 188
Burdon 3 298"	"3 Mar 1828 Pub Mtg. Makes legal extension of privileges to free person of colour on petition to committee of 13 white Members of Pub Mtg appointed by ballot. Reaffirms no person of colour to qualify for Pub Mtg or any office except by petition. /v Burdon 3 /MM G / First application on 30 Jun 1828, granted 3 Nov 1828 /MM G

31 Mar 1828 Lushington to Sec of State. Right of Election to the Magistracy. The free people of Colour enjoy the Elective Franchise, but in order to qualify them they must possess double the property of a White Elector. A White Elector must swear that he is worth £100; a Brown Elector £200. The Legislative [Pub] Meeting. The Assembly consists of 40, and free people of Colour are qualified to serve as Members; at the present time the Assembly consists of 28 Whites, and 12 free persons of Colour. A White person possessed of £250, a Brown of £500, British Subjects become Members without election by entering themselves and taking hte oath of allegiance. Offices of Honor and Trust. Magistrates and Jurors. From these the free people of Colour are wholly excluded. Militia. Free persons of Colour are not allowed to hold Commission during the War with Spain, and when the Colony was actually attacked they did hold Commssions, but upon a recent organization of that Corps they have been excluded. Court of Justice. The Supreme Criminal Court consists of Commissioners appointed by the King's commission under the 59 Geo: 3. They are in number 4 or more. The Civil Court consists of 7 Magistrates who are elected by the Inhabitants—and for them the free people vote: but no person of Colour has hitherto been nominated by the King's Commission to be a Judge of the Criminal Court, and they are considered to be disqualified to be elected Members of the Civil Court. ... For this exclusion from the Magistracy etc. there is no positive Law; it rests upon custom only. Honduras is essentially distinguished form Jamaica and the West India Islands in very important particulars. Nearly two thirds of the whole property at Honduras in Land, Slaves, and personalty belong to the free coloured class exclusive of the free blacks; they enjoy as I have already observed privileges unkown to their brethren in our other Colonies. And there is also this remarkable difference that at the Honduras all classes white and brown mix in society, where-as in Jamaica the brown race are wholly excluded. ... /v Burdon 3 298 /R 5B

c Jul 1828 Superintendent Codd lays Lushington's suggestions before Public Meeting, which far from lifting restrictions, merely grant right to petition for rights and privileges as individuals: ""A Law was passed ... declaratory that the Privileges and Immunities enjoyed by HM White Subjects should be Granted to persons of Color by going through the forms of Petition and Certificate of Character Honor and Probaty, that Education Long Residence and possession of Interest in the Country are the grounds on which they will obtain it. /v Bolland 75 /CO 123/39 [Codd to Hay 12 Jul 1828]"							
